Sample_1,Sample_2,Jaccard_Similarity
SAM_003,SAM_030,0.0
SAM_003,SAM_031,0.0
SAM_003,SAM_032,0.0
SAM_003,SAM_033,0.1
SAM_003,SAM_034,0.1666666666666666
SAM_003,SAM_035,0.1
SAM_003,SAM_036,0.1666666666666666
SAM_003,SAM_037,0.125
SAM_003,SAM_038,0.1
SAM_003,SAM_039,0.0
SAM_003,SAM_040,0.0
SAM_003,SAM_041,0.0769230769230769
SAM_003,SAM_042,0.0
SAM_003,SAM_043,0.0714285714285714
SAM_003,SAM_044,0.0
SAM_003,SAM_045,0.0
SAM_003,SAM_046,0.0
SAM_003,SAM_047,0.0
SAM_003,SAM_048,0.0
SAM_003,SAM_049,0.0
SAM_003,SAM_050,0.1
SAM_003,SAM_051,0.0
SAM_003,SAM_052,0.0
SAM_003,SAM_053,0.0
SAM_003,SAM_054,0.0
SAM_003,SAM_055,0.2857142857142857
SAM_003,SAM_056,0.125
SAM_003,SAM_057,0.1111111111111111
SAM_003,SAM_058,0.0909090909090909
SAM_003,SAM_059,0.0
SAM_003,SAM_060,0.1111111111111111
SAM_003,SAM_061,0.1818181818181818
SAM_003,SAM_062,0.0
SAM_003,SAM_063,0.0
SAM_003,SAM_064,0.125
SAM_003,SAM_065,0.1666666666666666
SAM_003,SAM_066,0.0
SAM_003,SAM_067,0.1428571428571428
SAM_003,SAM_068,0.0
SAM_003,SAM_069,0.0
SAM_003,SAM_070,0.1428571428571428
SAM_003,SAM_071,0.0
SAM_003,SAM_072,0.0
SAM_003,SAM_073,0.1666666666666666
SAM_003,SAM_074,0.0
SAM_003,SAM_075,0.2
SAM_003,SAM_076,0.125
SAM_003,SAM_077,0.0
SAM_003,SAM_078,0.125
SAM_003,SAM_079,0.0
SAM_003,SAM_080,0.0
SAM_003,SAM_081,0.2
SAM_003,SAM_082,0.2
SAM_003,SAM_083,0.125
SAM_003,SAM_084,0.25
SAM_003,SAM_085,0.0
SAM_003,SAM_086,0.0909090909090909
SAM_003,SAM_087,0.0
SAM_003,SAM_088,0.0
SAM_003,SAM_089,0.0666666666666666
SAM_003,SAM_090,0.1428571428571428
SAM_003,SAM_091,0.1428571428571428
SAM_003,SAM_092,0.0
SAM_003,SAM_093,0.3333333333333333
SAM_003,SAM_094,0.0
SAM_003,SAM_095,0.0
SAM_003,SAM_096,0.0
SAM_003,SAM_097,0.125
SAM_003,SAM_098,0.0
SAM_003,SAM_099,0.0
SAM_003,SAM_100,0.0
SAM_004,SAM_005,0.375
SAM_004,SAM_006,0.2777777777777778
SAM_004,SAM_007,0.2666666666666666
SAM_004,SAM_008,0.25
SAM_004,SAM_009,0.1538461538461538
SAM_004,SAM_010,0.1875
SAM_004,SAM_011,0.1666666666666666
SAM_004,SAM_012,0.375
SAM_004,SAM_013,0.2666666666666666
SAM_004,SAM_014,0.2941176470588235
SAM_004,SAM_015,0.3846153846153846
SAM_004,SAM_016,0.2666666666666666
SAM_004,SAM_017,0.2941176470588235
SAM_004,SAM_018,0.1764705882352941
SAM_004,SAM_019,0.2
SAM_004,SAM_020,0.0
SAM_004,SAM_021,0.3333333333333333
SAM_004,SAM_022,0.3333333333333333
SAM_004,SAM_023,0.25
SAM_004,SAM_024,0.2
SAM_004,SAM_025,0.2857142857142857
SAM_004,SAM_026,0.0769230769230769
SAM_004,SAM_027,0.375
SAM_004,SAM_028,0.1428571428571428
SAM_004,SAM_029,0.0625
SAM_004,SAM_030,0.2142857142857142
SAM_004,SAM_031,0.3333333333333333
SAM_004,SAM_032,0.0625
SAM_004,SAM_033,0.25
SAM_004,SAM_034,0.2307692307692307
SAM_004,SAM_035,0.3333333333333333
SAM_004,SAM_036,0.3333333333333333
SAM_004,SAM_037,0.0588235294117647
SAM_004,SAM_038,0.25
SAM_004,SAM_039,0.2666666666666666
SAM_004,SAM_040,0.1333333333333333
SAM_004,SAM_041,0.3529411764705882
SAM_004,SAM_042,0.0769230769230769
SAM_004,SAM_043,0.4117647058823529
SAM_004,SAM_044,0.3333333333333333
SAM_004,SAM_045,0.2222222222222222
SAM_004,SAM_046,0.1428571428571428
SAM_004,SAM_047,0.2
SAM_004,SAM_048,0.1764705882352941
SAM_004,SAM_049,0.2857142857142857
SAM_004,SAM_050,0.4285714285714285
SAM_004,SAM_051,0.3846153846153846
SAM_004,SAM_052,0.3333333333333333
SAM_004,SAM_053,0.1666666666666666
SAM_004,SAM_054,0.3529411764705882
SAM_004,SAM_055,0.2857142857142857
SAM_004,SAM_056,0.125
SAM_004,SAM_057,0.3571428571428571
SAM_004,SAM_058,0.3125
SAM_004,SAM_059,0.4285714285714285
SAM_004,SAM_060,0.3571428571428571
SAM_004,SAM_061,0.4666666666666667
SAM_004,SAM_062,0.1111111111111111
SAM_004,SAM_063,0.0588235294117647
SAM_004,SAM_064,0.2
SAM_004,SAM_065,0.1428571428571428
SAM_004,SAM_066,0.0769230769230769
SAM_004,SAM_067,0.2142857142857142
SAM_004,SAM_068,0.125
SAM_004,SAM_069,0.5833333333333334
SAM_004,SAM_070,0.3076923076923077
SAM_004,SAM_071,0.2941176470588235
SAM_004,SAM_072,0.1333333333333333
SAM_004,SAM_073,0.3529411764705882
SAM_004,SAM_074,0.2
SAM_004,SAM_075,0.5
SAM_004,SAM_076,0.3846153846153846
SAM_004,SAM_077,0.0714285714285714
SAM_004,SAM_078,0.125
SAM_004,SAM_079,0.4285714285714285
SAM_004,SAM_080,0.1538461538461538
SAM_004,SAM_081,0.4
SAM_004,SAM_082,0.3125
SAM_004,SAM_083,0.2
SAM_004,SAM_084,0.1666666666666666
SAM_004,SAM_085,0.0
SAM_004,SAM_086,0.4
SAM_004,SAM_087,0.1666666666666666
SAM_004,SAM_088,0.25
SAM_004,SAM_089,0.3157894736842105
SAM_004,SAM_090,0.4166666666666667
SAM_004,SAM_091,0.1333333333333333
SAM_004,SAM_092,0.1176470588235294
SAM_004,SAM_093,0.2142857142857142
SAM_004,SAM_094,0.5
SAM_004,SAM_095,0.3333333333333333
SAM_004,SAM_096,0.25
SAM_004,SAM_097,0.2857142857142857
SAM_004,SAM_098,0.2
SAM_004,SAM_099,0.3333333333333333
SAM_004,SAM_100,0.2352941176470588
SAM_005,SAM_006,0.4
SAM_005,SAM_007,0.3076923076923077
SAM_005,SAM_008,0.2857142857142857
SAM_005,SAM_009,0.0833333333333333
SAM_005,SAM_010,0.2142857142857142
SAM_005,SAM_011,0.0909090909090909
SAM_005,SAM_012,0.25
SAM_005,SAM_013,0.2142857142857142
SAM_005,SAM_014,0.3333333333333333
SAM_005,SAM_015,0.1428571428571428
SAM_005,SAM_016,0.3076923076923077
SAM_005,SAM_017,0.1764705882352941
SAM_005,SAM_018,0.2
SAM_005,SAM_019,0.2307692307692307
SAM_005,SAM_020,0.0909090909090909
SAM_005,SAM_021,0.1666666666666666
SAM_005,SAM_022,0.2727272727272727
SAM_005,SAM_023,0.1818181818181818
SAM_005,SAM_024,0.4545454545454545
SAM_005,SAM_025,0.1428571428571428
SAM_005,SAM_026,0.0909090909090909
SAM_005,SAM_027,0.3333333333333333
SAM_005,SAM_028,0.2727272727272727
SAM_005,SAM_029,0.0
SAM_005,SAM_030,0.25
SAM_005,SAM_031,0.1666666666666666
SAM_005,SAM_032,0.3636363636363636
SAM_005,SAM_033,0.2857142857142857
SAM_005,SAM_034,0.0769230769230769
SAM_005,SAM_035,0.2
SAM_005,SAM_036,0.0769230769230769
SAM_005,SAM_037,0.1428571428571428
SAM_005,SAM_038,0.2
SAM_005,SAM_039,0.2142857142857142
SAM_005,SAM_040,0.25
SAM_005,SAM_041,0.2352941176470588
SAM_005,SAM_042,0.0909090909090909
SAM_005,SAM_043,0.2941176470588235
SAM_005,SAM_044,0.0769230769230769
SAM_005,SAM_045,0.4285714285714285
SAM_005,SAM_046,0.1666666666666666
SAM_005,SAM_047,0.1428571428571428
SAM_005,SAM_048,0.0588235294117647
SAM_005,SAM_049,0.2307692307692307
SAM_005,SAM_050,0.2857142857142857
SAM_005,SAM_051,0.2307692307692307
SAM_005,SAM_052,0.2
SAM_005,SAM_053,0.0909090909090909
SAM_005,SAM_054,0.5
SAM_005,SAM_055,0.1428571428571428
SAM_005,SAM_056,0.2307692307692307
SAM_005,SAM_057,0.2142857142857142
SAM_005,SAM_058,0.2666666666666666
SAM_005,SAM_059,0.5
SAM_005,SAM_060,0.3076923076923077
SAM_005,SAM_061,0.1764705882352941
SAM_005,SAM_062,0.2
SAM_005,SAM_063,0.3333333333333333
SAM_005,SAM_064,0.2307692307692307
SAM_005,SAM_065,0.1666666666666666
SAM_005,SAM_066,0.0909090909090909
SAM_005,SAM_067,0.0714285714285714
SAM_005,SAM_068,0.2307692307692307
SAM_005,SAM_069,0.3076923076923077
SAM_005,SAM_070,0.0714285714285714
SAM_005,SAM_071,0.25
SAM_005,SAM_072,0.25
SAM_005,SAM_073,0.3125
SAM_005,SAM_074,0.0666666666666666
SAM_005,SAM_075,0.3571428571428571
SAM_005,SAM_076,0.1428571428571428
SAM_005,SAM_077,0.3
SAM_005,SAM_078,0.1428571428571428
SAM_005,SAM_079,0.3846153846153846
SAM_005,SAM_080,0.0
SAM_005,SAM_081,0.2666666666666666
SAM_005,SAM_082,0.1875
SAM_005,SAM_083,0.1428571428571428
SAM_005,SAM_084,0.0
SAM_005,SAM_085,0.1666666666666666
SAM_005,SAM_086,0.2666666666666666
SAM_005,SAM_087,0.0909090909090909
SAM_005,SAM_088,0.3846153846153846
SAM_005,SAM_089,0.5333333333333333
SAM_005,SAM_090,0.25
SAM_005,SAM_091,0.1538461538461538
SAM_005,SAM_092,0.2142857142857142
SAM_005,SAM_093,0.0714285714285714
SAM_005,SAM_094,0.3333333333333333
SAM_005,SAM_095,0.2857142857142857
SAM_005,SAM_096,0.2
SAM_005,SAM_097,0.1428571428571428
SAM_005,SAM_098,0.3333333333333333
SAM_005,SAM_099,0.2857142857142857
SAM_005,SAM_100,0.1875
SAM_006,SAM_007,0.2
SAM_006,SAM_008,0.3571428571428571
SAM_006,SAM_009,0.1666666666666666
SAM_006,SAM_010,0.3846153846153846
SAM_006,SAM_011,0.1818181818181818
SAM_006,SAM_012,0.4
SAM_006,SAM_013,0.2857142857142857
SAM_006,SAM_014,0.4
SAM_006,SAM_015,0.4166666666666667
SAM_006,SAM_016,0.2857142857142857
SAM_006,SAM_017,0.3125
SAM_006,SAM_018,0.2666666666666666
SAM_006,SAM_019,0.1333333333333333
SAM_006,SAM_020,0.0833333333333333
SAM_006,SAM_021,0.1538461538461538
SAM_006,SAM_022,0.1538461538461538
SAM_006,SAM_023,0.2727272727272727
SAM_006,SAM_024,0.3076923076923077
SAM_006,SAM_025,0.0625
SAM_006,SAM_026,0.0833333333333333
SAM_006,SAM_027,0.3125
SAM_006,SAM_028,0.25
SAM_006,SAM_029,0.0
SAM_006,SAM_030,0.2307692307692307
SAM_006,SAM_031,0.0714285714285714
SAM_006,SAM_032,0.2307692307692307
SAM_006,SAM_033,0.4615384615384615
SAM_006,SAM_034,0.1538461538461538
SAM_006,SAM_035,0.1875
SAM_006,SAM_036,0.0714285714285714
SAM_006,SAM_037,0.3076923076923077
SAM_006,SAM_038,0.3571428571428571
SAM_006,SAM_039,0.2857142857142857
SAM_006,SAM_040,0.3333333333333333
SAM_006,SAM_041,0.2222222222222222
SAM_006,SAM_042,0.1818181818181818
SAM_006,SAM_043,0.4375
SAM_006,SAM_044,0.1538461538461538
SAM_006,SAM_045,0.4
SAM_006,SAM_046,0.3636363636363636
SAM_006,SAM_047,0.3076923076923077
SAM_006,SAM_048,0.1176470588235294
SAM_006,SAM_049,0.4166666666666667
SAM_006,SAM_050,0.4615384615384615
SAM_006,SAM_051,0.3076923076923077
SAM_006,SAM_052,0.3571428571428571
SAM_006,SAM_053,0.0
SAM_006,SAM_054,0.5714285714285714
SAM_006,SAM_055,0.3076923076923077
SAM_006,SAM_056,0.2142857142857142
SAM_006,SAM_057,0.2857142857142857
SAM_006,SAM_058,0.4285714285714285
SAM_006,SAM_059,0.4615384615384615
SAM_006,SAM_060,0.2
SAM_006,SAM_061,0.4
SAM_006,SAM_062,0.2666666666666666
SAM_006,SAM_063,0.3076923076923077
SAM_006,SAM_064,0.2142857142857142
SAM_006,SAM_065,0.25
SAM_006,SAM_066,0.0833333333333333
SAM_006,SAM_067,0.2307692307692307
SAM_006,SAM_068,0.2142857142857142
SAM_006,SAM_069,0.2857142857142857
SAM_006,SAM_070,0.0666666666666666
SAM_006,SAM_071,0.3125
SAM_006,SAM_072,0.2307692307692307
SAM_006,SAM_073,0.4666666666666667
SAM_006,SAM_074,0.1333333333333333
SAM_006,SAM_075,0.3333333333333333
SAM_006,SAM_076,0.1333333333333333
SAM_006,SAM_077,0.1666666666666666
SAM_006,SAM_078,0.4166666666666667
SAM_006,SAM_079,0.3571428571428571
SAM_006,SAM_080,0.0769230769230769
SAM_006,SAM_081,0.5384615384615384
SAM_006,SAM_082,0.3333333333333333
SAM_006,SAM_083,0.2142857142857142
SAM_006,SAM_084,0.0833333333333333
SAM_006,SAM_085,0.0714285714285714
SAM_006,SAM_086,0.3333333333333333
SAM_006,SAM_087,0.0
SAM_006,SAM_088,0.2666666666666666
SAM_006,SAM_089,0.3333333333333333
SAM_006,SAM_090,0.3333333333333333
SAM_006,SAM_091,0.2307692307692307
SAM_006,SAM_092,0.2857142857142857
SAM_006,SAM_093,0.2307692307692307
SAM_006,SAM_094,0.2142857142857142
SAM_006,SAM_095,0.2666666666666666
SAM_006,SAM_096,0.3571428571428571
SAM_006,SAM_097,0.3076923076923077
SAM_006,SAM_098,0.1333333333333333
SAM_006,SAM_099,0.1875
SAM_006,SAM_100,0.3333333333333333
SAM_007,SAM_008,0.25
SAM_007,SAM_009,0.0
SAM_007,SAM_010,0.1666666666666666
SAM_007,SAM_011,0.0
SAM_007,SAM_012,0.2142857142857142
SAM_007,SAM_013,0.1666666666666666
SAM_007,SAM_014,0.1333333333333333
SAM_007,SAM_015,0.1818181818181818
SAM_007,SAM_016,0.4
SAM_007,SAM_017,0.3076923076923077
SAM_007,SAM_018,0.0714285714285714
SAM_007,SAM_019,0.1818181818181818
SAM_007,SAM_020,0.125
SAM_007,SAM_021,0.375
SAM_007,SAM_022,0.1
SAM_007,SAM_023,0.1111111111111111
SAM_007,SAM_024,0.4444444444444444
SAM_007,SAM_025,0.1818181818181818
SAM_007,SAM_026,0.125
SAM_007,SAM_027,0.5454545454545454
SAM_007,SAM_028,0.2222222222222222
SAM_007,SAM_029,0.0909090909090909
SAM_007,SAM_030,0.2
SAM_007,SAM_031,0.2222222222222222
SAM_007,SAM_032,0.2
SAM_007,SAM_033,0.3636363636363636
SAM_007,SAM_034,0.1
SAM_007,SAM_035,0.25
SAM_007,SAM_036,0.375
SAM_007,SAM_037,0.0833333333333333
SAM_007,SAM_038,0.1538461538461538
SAM_007,SAM_039,0.2727272727272727
SAM_007,SAM_040,0.0909090909090909
SAM_007,SAM_041,0.125
SAM_007,SAM_042,0.0
SAM_007,SAM_043,0.1875
SAM_007,SAM_044,0.375
SAM_007,SAM_045,0.2142857142857142
SAM_007,SAM_046,0.0
SAM_007,SAM_047,0.3
SAM_007,SAM_048,0.1538461538461538
SAM_007,SAM_049,0.3
SAM_007,SAM_050,0.1538461538461538
SAM_007,SAM_051,0.1818181818181818
SAM_007,SAM_052,0.25
SAM_007,SAM_053,0.2857142857142857
SAM_007,SAM_054,0.2
SAM_007,SAM_055,0.0833333333333333
SAM_007,SAM_056,0.1818181818181818
SAM_007,SAM_057,0.4
SAM_007,SAM_058,0.2307692307692307
SAM_007,SAM_059,0.25
SAM_007,SAM_060,0.4
SAM_007,SAM_061,0.0625
SAM_007,SAM_062,0.0714285714285714
SAM_007,SAM_063,0.3
SAM_007,SAM_064,0.0833333333333333
SAM_007,SAM_065,0.1
SAM_007,SAM_066,0.0
SAM_007,SAM_067,0.2
SAM_007,SAM_068,0.3
SAM_007,SAM_069,0.2727272727272727
SAM_007,SAM_070,0.3333333333333333
SAM_007,SAM_071,0.2142857142857142
SAM_007,SAM_072,0.2
SAM_007,SAM_073,0.3846153846153846
SAM_007,SAM_074,0.3
SAM_007,SAM_075,0.2307692307692307
SAM_007,SAM_076,0.3
SAM_007,SAM_077,0.1111111111111111
SAM_007,SAM_078,0.1818181818181818
SAM_007,SAM_079,0.25
SAM_007,SAM_080,0.25
SAM_007,SAM_081,0.1428571428571428
SAM_007,SAM_082,0.1428571428571428
SAM_007,SAM_083,0.1818181818181818
SAM_007,SAM_084,0.0
SAM_007,SAM_085,0.1
SAM_007,SAM_086,0.3333333333333333
SAM_007,SAM_087,0.125
SAM_007,SAM_088,0.25
SAM_007,SAM_089,0.1764705882352941
SAM_007,SAM_090,0.2
SAM_007,SAM_091,0.0909090909090909
SAM_007,SAM_092,0.4
SAM_007,SAM_093,0.2
SAM_007,SAM_094,0.1818181818181818
SAM_007,SAM_095,0.5
SAM_007,SAM_096,0.3636363636363636
SAM_007,SAM_097,0.1818181818181818
SAM_007,SAM_098,0.1818181818181818
SAM_007,SAM_099,0.25
SAM_007,SAM_100,0.2307692307692307
SAM_008,SAM_009,0.1
SAM_008,SAM_010,0.3636363636363636
SAM_008,SAM_011,0.1111111111111111
SAM_008,SAM_012,0.5
SAM_008,SAM_013,0.25
SAM_008,SAM_014,0.2
SAM_008,SAM_015,0.4
SAM_008,SAM_016,0.5
SAM_008,SAM_017,0.3846153846153846
SAM_008,SAM_018,0.2307692307692307
SAM_008,SAM_019,0.1666666666666666
SAM_008,SAM_020,0.1111111111111111
SAM_008,SAM_021,0.3333333333333333
SAM_008,SAM_022,0.3333333333333333
SAM_008,SAM_023,0.2222222222222222
SAM_008,SAM_024,0.1666666666666666
SAM_008,SAM_025,0.2727272727272727
SAM_008,SAM_026,0.0
SAM_008,SAM_027,0.3846153846153846
SAM_008,SAM_028,0.3333333333333333
SAM_008,SAM_029,0.3
SAM_008,SAM_030,0.3
SAM_008,SAM_031,0.2
SAM_008,SAM_032,0.3
SAM_008,SAM_033,0.6
SAM_008,SAM_034,0.2
SAM_008,SAM_035,0.2307692307692307
SAM_008,SAM_036,0.0909090909090909
SAM_008,SAM_037,0.1666666666666666
SAM_008,SAM_038,0.2307692307692307
SAM_008,SAM_039,0.25
SAM_008,SAM_040,0.3
SAM_008,SAM_041,0.3571428571428571
SAM_008,SAM_042,0.25
SAM_008,SAM_043,0.4285714285714285
SAM_008,SAM_044,0.2
SAM_008,SAM_045,0.2857142857142857
SAM_008,SAM_046,0.0909090909090909
SAM_008,SAM_047,0.2727272727272727
SAM_008,SAM_048,0.3333333333333333
SAM_008,SAM_049,0.5555555555555556
SAM_008,SAM_050,0.2307692307692307
SAM_008,SAM_051,0.2727272727272727
SAM_008,SAM_052,0.4545454545454545
SAM_008,SAM_053,0.1111111111111111
SAM_008,SAM_054,0.2666666666666666
SAM_008,SAM_055,0.2727272727272727
SAM_008,SAM_056,0.1666666666666666
SAM_008,SAM_057,0.1538461538461538
SAM_008,SAM_058,0.3076923076923077
SAM_008,SAM_059,0.4545454545454545
SAM_008,SAM_060,0.1538461538461538
SAM_008,SAM_061,0.2
SAM_008,SAM_062,0.1428571428571428
SAM_008,SAM_063,0.4
SAM_008,SAM_064,0.2727272727272727
SAM_008,SAM_065,0.2
